track_name,artist_name,genre,artist_country,release_year,release_month,streams,popularity,duration_ms,danceability,energy,valence,tempo,acousticness,loudness,speechiness,mood,duration_min
Kill Bill,SZA,R&B,US,2023,12,5688047,100,217910,0.623,0.412,0.181,70.5,0.143,-1.96,0.153,Motivational,3.63
Broken Clocks,SZA,R&B,US,2019,10,6205725,88,206126,0.944,0.333,0.461,88.5,0.223,-8.3,0.302,Romantic,3.44
Blue Jeans,Lana Del Rey,Indie-Pop,US,2020,3,2888937,89,199222,0.556,0.774,0.58,116.0,0.175,-9.94,0.026,Hype,3.32
Blinding Lights,The Weeknd,R&B/Pop,CA,2018,4,3821228,100,244695,0.669,0.61,0.564,86.3,0.483,-5.68,0.204,Romantic,4.08
Ek Villain,Arijit Singh,Bollywood,IN,2021,1,1913958,89,236565,0.645,0.43,0.607,95.4,0.235,-11.78,0.054,Motivational,3.94
Thalapathi Theme,Ilaiyaraaja,Bollywood,IN,2019,6,6728109,83,284524,0.852,0.517,0.502,137.8,0.072,-3.89,0.36,Energetic,4.74
Circles,Post Malone,Hip-Hop/Pop,US,2018,3,1718805,77,225977,0.345,0.326,0.381,78.2,0.168,-4.87,0.056,Energetic,3.77
Kabira,Pritam,Bollywood,IN,2020,2,8109094,69,212600,0.617,0.746,0.459,141.3,0.32,-2.39,0.157,Motivational,3.54
Haare Re,Vishal-Shekhar,Bollywood,IN,2018,6,7307793,81,219094,0.679,0.743,0.6,156.7,0.303,-13.78,0.183,Chill,3.65
Rockstar,Post Malone,Hip-Hop/Pop,US,2019,12,9701280,82,253478,0.355,0.439,0.539,124.7,0.109,-9.49,0.067,Sad,4.22
Video Games,Lana Del Rey,Indie-Pop,US,2019,12,4570963,76,191755,0.615,0.91,0.222,111.3,0.233,-12.98,0.025,Motivational,3.2
lovely,Billie Eilish,Alt-Pop,US,2019,7,2108827,100,143481,0.396,0.751,0.501,79.5,0.143,-14.56,0.221,Chill,2.39
Sun Raha Hai,Shreya Ghoshal,Bollywood,IN,2019,12,31102601,91,144682,0.8,0.471,0.217,126.6,0.215,-8.09,0.039,Happy,2.41
Love Galore,SZA,R&B,US,2022,1,4341548,94,200916,0.646,0.528,0.603,130.3,0.09,-9.42,0.085,Energetic,3.35
Agni Natchathiram,Ilaiyaraaja,Bollywood,IN,2022,4,5394838,81,200143,0.603,0.35,0.363,96.7,0.378,-7.13,0.143,Melancholic,3.34
Young and Beautiful,Lana Del Rey,Indie-Pop,US,2020,12,1289729,74,228528,0.941,0.74,0.36,136.0,0.222,-8.43,0.061,Melancholic,3.81
Therefore I Am,Billie Eilish,Alt-Pop,US,2020,3,3464590,87,215653,0.564,0.306,0.743,144.8,0.142,-15.31,0.019,Melancholic,3.59
White Iverson,Post Malone,Hip-Hop/Pop,US,2018,5,2691425,90,193662,0.636,0.529,0.353,107.5,0.118,-6.53,0.161,Romantic,3.23
bad guy,Billie Eilish,Alt-Pop,US,2020,5,2742441,94,204608,0.548,0.492,0.187,117.0,0.379,-6.24,0.072,Melancholic,3.41
Tum Hi Ho,Arijit Singh,Bollywood,IN,2021,8,4354854,79,235079,0.785,0.764,0.797,160.4,0.386,-9.22,0.36,Sad,3.92
A Sky Full of Stars,Coldplay,Rock/Pop,GB,2021,7,5618987,73,175199,0.562,0.467,0.551,113.9,0.134,-6.6,0.077,Motivational,2.92
Todo,Nucleya,Electronic,IN,2018,8,6058377,86,213916,0.375,0.565,0.433,110.3,0.055,-9.62,0.313,Romantic,3.57
A Sky Full of Stars,Coldplay,Rock/Pop,GB,2018,1,1070877,96,205111,0.609,0.317,0.349,122.2,0.316,-0.72,0.062,Chill,3.42
Channa Mereya,Arijit Singh,Bollywood,IN,2020,2,13146886,100,151497,0.692,0.539,0.535,138.9,0.477,-5.6,0.073,Melancholic,2.52
Rockstar,Post Malone,Hip-Hop/Pop,US,2021,3,9472063,94,199751,0.501,0.594,0.282,145.1,0.073,-6.18,0.058,Melancholic,3.33
Bass Rani,Nucleya,Electronic,IN,2020,10,5445026,67,181635,0.764,0.422,0.494,109.3,0.587,-7.94,0.184,Hype,3.03
Phir Bhi Tumko Chaahunga,Arijit Singh,Bollywood,IN,2023,3,10073246,84,164672,0.659,0.33,0.392,102.2,0.265,-6.76,0.053,Sad,2.74
Yellow,Coldplay,Rock/Pop,GB,2018,6,7156232,90,213786,0.595,0.605,0.718,161.9,0.238,-14.22,0.303,Romantic,3.56
Chaiyya Chaiyya,A.R. Rahman,Bollywood,IN,2023,9,13808442,74,249533,0.568,0.669,0.17,129.6,0.19,1.4,0.182,Chill,4.16
Barso Re,Shreya Ghoshal,Bollywood,IN,2019,2,1980997,73,245833,0.531,0.553,0.468,127.0,0.644,-6.11,0.204,Happy,4.1
Haare Re,Vishal-Shekhar,Bollywood,IN,2022,8,3532300,78,223267,0.449,0.555,0.433,121.7,0.195,-8.91,0.032,Energetic,3.72
Starboy,The Weeknd,R&B/Pop,CA,2018,7,6339801,76,175828,0.572,0.538,0.438,155.4,0.319,-5.75,0.157,Melancholic,2.93
Dola Re Dola,Shreya Ghoshal,Bollywood,IN,2021,4,7945946,58,143437,0.47,0.735,0.804,113.4,0.211,-5.62,0.23,Melancholic,2.39
Ae Dil Hai Mushkil,Arijit Singh,Bollywood,IN,2019,11,10149649,83,148686,0.813,0.5,0.291,79.2,0.03,-9.8,0.111,Chill,2.48
Blank Space,Taylor Swift,Pop,US,2018,5,1882891,85,203995,0.449,0.442,0.662,96.4,0.339,-2.77,0.219,Sad,3.4
Born To Die,Lana Del Rey,Indie-Pop,US,2023,5,4478153,80,201937,0.301,0.329,0.495,107.3,0.18,-5.78,0.187,Melancholic,3.37
Todo,Nucleya,Electronic,IN,2019,6,4119220,87,209319,0.43,0.749,0.189,91.0,0.564,-14.16,0.04,Sad,3.49
Don't Start Now,Dua Lipa,Pop,GB,2021,1,2862178,89,254630,0.671,0.532,0.703,123.9,0.148,-3.51,0.151,Chill,4.24
Money Trees,Kendrick Lamar,Hip-Hop,US,2020,4,10510438,83,147685,0.885,0.311,0.317,120.5,0.082,-6.5,0.508,Chill,2.46
Kill Bill,SZA,R&B,US,2019,12,10586061,90,218417,0.545,0.467,0.531,140.2,0.244,-3.89,0.052,Melancholic,3.64
Love Story,Taylor Swift,Pop,US,2022,7,9416049,89,214164,0.875,0.321,0.497,106.2,0.199,-0.1,0.149,Romantic,3.57
Bass Rani,Nucleya,Electronic,IN,2021,9,4666841,76,227873,0.571,0.243,0.419,110.4,0.594,-2.98,0.025,Sad,3.8
Todo,Nucleya,Electronic,IN,2022,4,1897101,66,212823,0.624,0.553,0.619,136.6,0.296,-9.78,0.162,Hype,3.55
Teri Meri,Shreya Ghoshal,Bollywood,IN,2021,12,3397118,72,186246,0.601,0.637,0.547,77.7,0.349,-9.84,0.032,Happy,3.1
Permission to Dance,BTS,K-Pop,KR,2022,10,3201392,86,193219,0.344,0.802,0.337,113.5,0.138,-5.24,0.109,Energetic,3.22
Bulleya,Pritam,Bollywood,IN,2019,3,955186,78,219324,0.621,0.405,0.225,74.4,0.433,-7.24,0.233,Romantic,3.66
Kun Faya Kun,A.R. Rahman,Bollywood,IN,2018,7,11599370,81,211230,0.722,0.743,0.745,78.8,0.511,-8.15,0.098,Melancholic,3.52
Watermelon Sugar,Harry Styles,Pop,GB,2023,3,15074377,83,195876,0.815,0.628,0.406,119.5,0.107,-2.76,0.05,Chill,3.26
Circles,Post Malone,Hip-Hop/Pop,US,2018,7,3819519,81,241732,0.526,0.651,0.448,113.1,0.624,-12.52,0.172,Sad,4.03
Naag,Nucleya,Electronic,IN,2020,9,10986494,77,136209,0.841,0.289,0.724,121.7,0.313,-11.32,0.312,Hype,2.27
Ek Villain,Arijit Singh,Bollywood,IN,2022,9,2584913,96,242208,0.775,0.732,0.398,101.8,0.255,-9.77,0.047,Sad,4.04
Bulleya,Pritam,Bollywood,IN,2019,3,6626355,76,208822,0.837,0.447,0.81,150.3,0.217,-10.65,0.088,Melancholic,3.48
Kabira,Pritam,Bollywood,IN,2018,5,2689545,76,209811,0.56,0.514,0.377,118.1,0.404,-10.2,0.108,Motivational,3.5
Adore You,Harry Styles,Pop,GB,2021,11,4163296,80,180295,0.786,0.806,0.622,130.3,0.586,-11.64,0.184,Hype,3.0
Broken Clocks,SZA,R&B,US,2021,1,4693136,89,241780,0.452,0.734,0.472,158.3,0.383,-9.39,0.119,Energetic,4.03
Thinking Out Loud,Ed Sheeran,Pop,GB,2019,10,8870743,98,165586,0.546,0.707,0.413,129.1,0.176,-8.68,0.069,Sad,2.76
Can't Feel My Face,The Weeknd,R&B/Pop,CA,2020,12,7688014,96,197254,0.405,0.63,0.379,147.2,0.22,-10.25,0.183,Romantic,3.29
Can't Feel My Face,The Weeknd,R&B/Pop,CA,2020,6,7830528,89,212696,0.591,0.801,0.666,114.1,0.06,-7.04,0.302,Happy,3.54
Sunflower,Post Malone,Hip-Hop/Pop,US,2020,5,5538259,79,230242,0.386,0.323,0.26,109.9,0.127,-1.82,0.077,Hype,3.84
Agar Tum Saath Ho,Pritam,Bollywood,IN,2019,5,2952337,68,204362,0.648,0.577,0.711,144.7,0.089,-10.11,0.094,Hype,3.41
Sunflower,Post Malone,Hip-Hop/Pop,US,2023,7,4297738,94,200795,0.414,0.761,0.452,108.6,0.207,-2.89,0.049,Melancholic,3.35
Chaiyya Chaiyya,A.R. Rahman,Bollywood,IN,2019,7,5566603,86,208772,0.818,0.748,0.352,117.6,0.022,-12.06,0.294,Hype,3.48
Boy With Luv,BTS,K-Pop,KR,2018,9,3574805,100,155532,0.521,0.51,0.637,138.6,0.462,-9.08,0.144,Energetic,2.59
Love Story,Taylor Swift,Pop,US,2023,9,4163609,94,241260,0.517,0.847,0.543,113.7,0.287,0.24,0.498,Sad,4.02
Laugh Now Cry Later,Drake,Hip-Hop,CA,2022,1,1456348,93,178914,0.464,0.685,0.236,109.3,0.36,-8.71,0.167,Energetic,2.98
Kun Faya Kun,A.R. Rahman,Bollywood,IN,2018,4,1302090,84,146966,0.624,0.644,0.418,115.1,0.114,-5.83,0.018,Happy,2.45
HUMBLE,Kendrick Lamar,Hip-Hop,US,2020,12,4441395,83,217813,0.7,0.336,0.411,88.9,0.014,-7.22,0.273,Romantic,3.63
Photograph,Ed Sheeran,Pop,GB,2021,9,4508549,88,275126,0.575,0.413,0.418,102.8,0.39,-9.29,0.331,Sad,4.59
Galliyan,Pritam,Bollywood,IN,2019,6,3519729,78,219922,0.597,0.68,0.759,128.8,0.165,-8.21,0.081,Hype,3.67
Nayagan,Ilaiyaraaja,Bollywood,IN,2019,8,6697647,80,232792,0.412,0.627,0.613,101.3,0.282,-7.78,0.083,Motivational,3.88
Don't Start Now,Dua Lipa,Pop,GB,2020,12,4238622,93,177367,0.812,0.835,0.812,135.0,0.1,-11.71,0.125,Melancholic,2.96
Teri Meri,Shreya Ghoshal,Bollywood,IN,2021,1,2267318,65,228442,0.439,0.247,0.14,108.3,0.129,-16.0,0.055,Energetic,3.81
Good Days,SZA,R&B,US,2019,11,2505866,92,195642,0.71,0.534,0.75,115.5,0.266,-4.19,0.177,Romantic,3.26
Dil Se,A.R. Rahman,Bollywood,IN,2023,7,2433229,84,177196,0.626,0.742,0.44,101.5,0.222,-8.94,0.153,Happy,2.95
Phir Bhi Tumko Chaahunga,Arijit Singh,Bollywood,IN,2019,11,6643708,72,237832,0.557,0.795,0.489,146.4,0.167,-4.3,0.172,Energetic,3.96
Roja,Ilaiyaraaja,Bollywood,IN,2019,5,3056462,68,268821,0.921,0.724,0.553,112.0,0.027,-8.38,0.068,Chill,4.48
Thinking Out Loud,Ed Sheeran,Pop,GB,2021,6,2280656,73,181428,0.616,0.698,0.489,143.6,0.474,-8.85,0.022,Hype,3.02
Perfect,Ed Sheeran,Pop,GB,2021,5,5481432,96,202575,0.354,0.376,0.776,89.1,0.26,-11.22,0.037,Sad,3.38
Kill Bill,SZA,R&B,US,2018,9,7389615,82,170341,0.619,0.773,0.635,113.0,0.389,-10.11,0.344,Motivational,2.84
Kusu Kusu,Nucleya,Electronic,IN,2022,5,1629950,62,261384,0.69,0.582,0.37,116.1,0.346,-7.18,0.042,Chill,4.36
Bulleya,Pritam,Bollywood,IN,2018,6,2928830,69,212719,0.487,0.465,0.582,108.5,0.351,-7.67,0.071,Chill,3.55
Sunflower,Post Malone,Hip-Hop/Pop,US,2020,11,8055044,88,184703,0.7,0.62,0.24,80.6,0.169,-4.82,0.108,Chill,3.08
Kun Faya Kun,A.R. Rahman,Bollywood,IN,2022,4,4675854,78,162124,0.731,0.82,0.759,102.1,0.349,-2.85,0.289,Happy,2.7
Nayagan,Ilaiyaraaja,Bollywood,IN,2023,6,3907258,66,198894,0.523,0.667,0.367,152.6,0.292,-5.78,0.278,Energetic,3.31
Phir Bhi Tumko Chaahunga,Arijit Singh,Bollywood,IN,2020,5,3799968,88,224769,0.873,0.659,0.844,120.2,0.168,-0.81,0.06,Sad,3.75
Sajdaa,Vishal-Shekhar,Bollywood,IN,2023,1,14801483,78,196154,0.702,0.833,0.461,131.9,0.213,-4.79,0.078,Romantic,3.27
Rockstar,Post Malone,Hip-Hop/Pop,US,2023,9,3378501,79,171507,0.658,0.329,0.678,130.7,0.03,-3.06,0.185,Hype,2.86
New Rules,Dua Lipa,Pop,GB,2020,3,9354024,89,190464,0.641,0.339,0.716,124.9,0.247,-2.01,0.108,Energetic,3.17
Teri Meri,Shreya Ghoshal,Bollywood,IN,2021,3,4297315,69,188691,0.541,0.896,0.362,141.9,0.064,-8.47,0.129,Chill,3.14
Laung Gawacha,Nucleya,Electronic,IN,2023,6,4090687,63,212136,0.309,0.591,0.193,162.3,0.333,-8.63,0.19,Melancholic,3.54
Therefore I Am,Billie Eilish,Alt-Pop,US,2019,12,6512806,80,246118,0.653,0.558,0.266,135.3,0.572,-8.9,0.038,Chill,4.1
Adore You,Harry Styles,Pop,GB,2020,5,7606065,91,195875,0.54,0.561,0.695,134.5,0.828,-5.6,0.113,Chill,3.26
HUMBLE,Kendrick Lamar,Hip-Hop,US,2021,1,4685625,97,177186,0.776,0.441,0.342,180.5,0.3,-7.83,0.195,Melancholic,2.95
Young and Beautiful,Lana Del Rey,Indie-Pop,US,2022,2,3664313,77,183478,0.847,0.566,0.616,104.7,0.398,-8.55,0.11,Sad,3.06
Boy With Luv,BTS,K-Pop,KR,2021,1,3550966,86,211630,0.27,0.493,0.802,148.3,0.268,-9.07,0.185,Energetic,3.53
One Dance,Drake,Hip-Hop,CA,2020,7,3423002,79,228357,0.591,0.593,0.469,124.9,0.35,-3.85,0.022,Hype,3.81
Hotline Bling,Drake,Hip-Hop,CA,2023,3,1962754,89,243239,0.556,0.464,0.249,96.6,0.106,-11.6,0.166,Melancholic,4.05
Video Games,Lana Del Rey,Indie-Pop,US,2023,3,5772640,67,246799,0.879,0.742,0.339,105.7,0.115,-8.36,0.498,Motivational,4.11
Blinding Lights,The Weeknd,R&B/Pop,CA,2021,5,3454534,91,205542,0.452,0.283,0.511,121.9,0.15,-6.82,0.032,Romantic,3.43
Viva la Vida,Coldplay,Rock/Pop,GB,2019,8,1416876,85,147757,0.779,0.52,0.655,115.5,0.391,-12.31,0.125,Melancholic,2.46
Laugh Now Cry Later,Drake,Hip-Hop,CA,2021,11,2981399,88,203294,0.886,0.858,0.371,101.9,0.123,-0.42,0.123,Sad,3.39
Sajdaa,Vishal-Shekhar,Bollywood,IN,2021,7,4432282,77,228242,0.647,0.113,0.096,58.6,0.43,-5.15,0.169,Happy,3.8
After Hours,The Weeknd,R&B/Pop,CA,2019,12,7230017,87,162266,0.805,0.679,0.478,131.7,0.568,-8.35,0.466,Motivational,2.7
Channa Mereya,Arijit Singh,Bollywood,IN,2022,4,4812161,91,205194,0.477,0.837,0.543,120.8,0.151,-7.51,0.189,Happy,3.42
Ae Dil Hai Mushkil,Arijit Singh,Bollywood,IN,2019,12,7555613,77,194569,0.47,0.7,0.703,108.8,0.106,-8.02,0.191,Motivational,3.24
Sun Raha Hai,Shreya Ghoshal,Bollywood,IN,2018,7,3262565,62,217120,0.329,0.616,0.52,166.3,0.494,-5.42,0.03,Chill,3.62
Yellow,Coldplay,Rock/Pop,GB,2018,5,2970210,81,230989,0.639,0.646,0.386,130.5,0.262,-13.62,0.429,Chill,3.85
Swimming Pools,Kendrick Lamar,Hip-Hop,US,2022,9,1743869,92,177160,0.777,0.554,0.397,140.1,0.369,-10.78,0.045,Motivational,2.95
Watermelon Sugar,Harry Styles,Pop,GB,2020,8,24435490,84,239454,0.616,0.811,0.632,124.8,0.3,-8.0,0.118,Motivational,3.99
Kun Faya Kun,A.R. Rahman,Bollywood,IN,2021,1,2636253,79,199451,0.457,0.793,0.7,121.4,0.281,-6.62,0.178,Romantic,3.32
Happier Than Ever,Billie Eilish,Alt-Pop,US,2019,12,2473904,75,218440,0.384,0.33,0.571,84.0,0.409,-4.37,0.265,Happy,3.64
Broken Clocks,SZA,R&B,US,2019,2,4829053,87,221509,0.636,0.279,0.67,165.2,0.619,-12.69,0.05,Motivational,3.69
Can't Feel My Face,The Weeknd,R&B/Pop,CA,2023,5,1962135,100,227676,0.377,0.294,0.233,115.1,0.197,-5.23,0.175,Happy,3.79
Roja,Ilaiyaraaja,Bollywood,IN,2023,2,2475057,69,199915,0.366,0.472,0.447,93.6,0.335,-8.56,0.059,Happy,3.33
Blinding Lights,The Weeknd,R&B/Pop,CA,2021,8,6337720,100,251958,0.818,0.525,0.575,169.9,0.383,-14.39,0.152,Sad,4.2
Kabira,Pritam,Bollywood,IN,2020,8,4860866,61,233925,0.838,0.51,0.665,89.9,0.333,-7.65,0.15,Energetic,3.9
Jai Ho,A.R. Rahman,Bollywood,IN,2020,7,2484389,93,192572,0.486,0.648,0.423,121.3,0.379,-8.73,0.003,Melancholic,3.21
Boy With Luv,BTS,K-Pop,KR,2022,10,5475492,98,205108,0.715,0.572,0.57,128.0,0.411,-0.56,0.439,Energetic,3.42
As It Was,Harry Styles,Pop,GB,2022,12,2848665,93,237142,0.585,0.485,0.262,91.6,0.078,-12.1,0.381,Melancholic,3.95
Teri Meri,Shreya Ghoshal,Bollywood,IN,2018,8,10184761,74,226224,0.443,0.647,0.213,105.9,0.191,-7.45,0.39,Romantic,3.77
Thalapathi Theme,Ilaiyaraaja,Bollywood,IN,2020,9,4450195,69,218851,0.561,0.762,0.71,103.5,0.323,-7.88,0.21,Romantic,3.65
Break My Heart,Dua Lipa,Pop,GB,2020,3,2237973,83,203478,0.822,0.618,0.496,129.5,0.339,-5.64,0.02,Happy,3.39
Todo,Nucleya,Electronic,IN,2019,12,4943009,71,180280,0.844,0.648,0.788,78.7,0.18,-10.95,0.126,Hype,3.0
Rockstar,Post Malone,Hip-Hop/Pop,US,2018,1,11021451,91,190132,0.64,0.301,0.432,94.1,0.56,-5.87,0.169,Melancholic,3.17
Kabira,Pritam,Bollywood,IN,2023,8,4195357,73,181154,0.907,0.667,0.299,121.5,0.128,-4.02,0.049,Energetic,3.02
Cruel Summer,Taylor Swift,Pop,US,2018,12,5640106,85,231794,0.486,0.222,0.171,139.1,0.052,-6.18,0.072,Melancholic,3.86
Perfect,Ed Sheeran,Pop,GB,2021,5,7746557,91,201367,0.929,0.642,0.49,116.4,0.642,-7.38,0.241,Chill,3.36
HUMBLE,Kendrick Lamar,Hip-Hop,US,2018,3,2208510,84,191611,0.508,0.755,0.675,114.5,0.222,-7.75,0.361,Happy,3.19
Barso Re,Shreya Ghoshal,Bollywood,IN,2023,6,2064467,68,189196,0.928,0.298,0.511,142.4,0.057,-5.08,0.377,Sad,3.15
Galliyan,Pritam,Bollywood,IN,2018,1,9047497,60,221042,0.524,0.78,0.325,95.8,0.774,-3.33,0.05,Energetic,3.68
Fix You,Coldplay,Rock/Pop,GB,2020,8,4008509,78,274521,0.6,0.895,0.868,100.6,0.104,-13.59,0.464,Chill,4.58
Love Story,Taylor Swift,Pop,US,2020,3,9535114,95,201108,0.4,0.734,0.242,141.4,0.511,-9.25,0.137,Melancholic,3.35
Sajdaa,Vishal-Shekhar,Bollywood,IN,2021,5,9423822,72,244881,0.719,0.482,0.101,142.5,0.263,-7.79,0.111,Sad,4.08
Born To Die,Lana Del Rey,Indie-Pop,US,2023,3,2990264,77,201901,0.736,0.68,0.317,151.6,0.4,-4.89,0.278,Melancholic,3.37
God's Plan,Drake,Hip-Hop,CA,2019,2,1484041,88,180591,0.408,0.893,0.445,149.8,0.107,-2.99,0.125,Sad,3.01
Love Galore,SZA,R&B,US,2022,11,4931470,91,208171,0.758,0.727,0.648,129.9,0.597,-7.98,0.44,Hype,3.47
Viva la Vida,Coldplay,Rock/Pop,GB,2021,6,1819438,90,199060,0.701,0.283,0.344,99.4,0.078,-4.66,0.099,Happy,3.32
HUMBLE,Drake,Hip-Hop,CA,2021,2,5459589,81,156390,0.591,0.731,0.467,104.6,0.108,-6.6,0.165,Sad,2.61
HUMBLE,Kendrick Lamar,Hip-Hop,US,2018,5,3089780,96,177392,0.459,0.648,0.391,125.6,0.328,-9.21,0.129,Motivational,2.96
Ek Villain,Arijit Singh,Bollywood,IN,2023,10,2071633,75,214677,0.504,0.392,0.395,126.5,0.157,-2.47,0.025,Romantic,3.58
Psycho,Post Malone,Hip-Hop/Pop,US,2022,12,6176221,80,193649,0.45,0.486,0.732,98.5,0.591,-13.43,0.143,Melancholic,3.23
Watermelon Sugar,Harry Styles,Pop,GB,2021,6,3297879,100,241613,0.858,0.705,0.773,133.0,0.162,-7.2,0.062,Sad,4.03
Laugh Now Cry Later,Drake,Hip-Hop,CA,2022,1,10640949,85,252414,0.391,0.439,0.647,131.3,0.616,-4.39,0.174,Happy,4.21
Viva la Vida,Coldplay,Rock/Pop,GB,2021,8,2812631,80,198787,0.665,0.432,0.575,122.1,0.398,-7.5,0.11,Energetic,3.31
Blank Space,Taylor Swift,Pop,US,2020,4,8844178,95,210955,0.522,0.677,0.505,118.5,0.151,-13.23,0.184,Motivational,3.52
Shape of You,Ed Sheeran,Pop,GB,2022,4,5858598,89,208701,0.592,0.778,0.468,143.7,0.496,-10.93,0.044,Sad,3.48
Dhan Te Nan,Vishal-Shekhar,Bollywood,IN,2018,8,6637273,70,233184,0.703,0.453,0.462,108.8,0.369,-7.99,0.184,Hype,3.89
Love Galore,SZA,R&B,US,2018,8,3465865,65,251523,0.607,0.263,0.579,137.4,0.289,-8.61,0.016,Hype,4.19
Circles,Post Malone,Hip-Hop/Pop,US,2021,12,2987458,94,211747,0.769,0.711,0.776,169.3,0.571,-7.43,0.03,Happy,3.53
Bulleya,Pritam,Bollywood,IN,2021,1,2914050,73,272344,0.491,0.33,0.519,131.8,0.163,-8.27,0.146,Happy,4.54
Cruel Summer,Taylor Swift,Pop,US,2022,11,18123430,100,203510,0.702,0.736,0.302,152.1,0.398,-4.95,0.166,Chill,3.39
Permission to Dance,BTS,K-Pop,KR,2019,11,9914550,79,147241,0.739,0.343,0.199,118.4,0.221,-5.71,0.185,Hype,2.45
Sunflower,Post Malone,Hip-Hop/Pop,US,2018,4,5861645,83,150973,0.579,0.594,0.481,111.6,0.513,-8.07,0.013,Hype,2.52
Psycho,Post Malone,Hip-Hop/Pop,US,2022,10,2788810,91,251100,0.545,0.219,0.514,81.9,0.166,-6.46,0.173,Hype,4.18
Break My Heart,Dua Lipa,Pop,GB,2018,2,4662230,94,217129,0.857,0.235,0.721,104.5,0.427,-14.89,0.053,Romantic,3.62
Channa Mereya,Arijit Singh,Bollywood,IN,2020,11,3827986,83,219348,0.557,0.674,0.66,123.9,0.265,-7.14,0.157,Chill,3.66
Kusu Kusu,Nucleya,Electronic,IN,2020,12,1289695,80,248015,0.638,0.271,0.615,100.2,0.125,-9.95,0.057,Melancholic,4.13
Save Your Tears,The Weeknd,R&B/Pop,CA,2021,3,2413385,70,226679,0.818,0.493,0.173,159.6,0.105,-4.43,0.033,Sad,3.78
Raabta,Pritam,Bollywood,IN,2022,4,1523993,75,233536,0.665,0.575,0.86,62.3,0.346,-9.85,0.075,Romantic,3.89
Bulleya,Pritam,Bollywood,IN,2019,8,4043654,80,207544,0.716,0.491,0.338,121.3,0.143,-9.56,0.287,Romantic,3.46
Circles,Post Malone,Hip-Hop/Pop,US,2021,1,8462551,89,194005,0.694,0.741,0.713,103.4,0.156,-3.43,0.034,Melancholic,3.23
Money Trees,Kendrick Lamar,Hip-Hop,US,2023,10,17842265,92,131983,0.298,0.166,0.708,108.9,0.28,-10.76,0.038,Energetic,2.2
Summertime Sadness,Lana Del Rey,Indie-Pop,US,2022,12,5155419,78,207761,0.777,0.482,0.598,144.9,0.141,-8.16,0.033,Happy,3.46
Todo,Nucleya,Electronic,IN,2022,8,10407359,81,202373,0.643,0.524,0.672,123.8,0.268,-6.74,0.066,Energetic,3.37
Good Days,SZA,R&B,US,2023,3,1065691,75,216802,0.773,0.635,0.273,102.1,0.453,-9.73,0.039,Melancholic,3.61
Haare Re,Vishal-Shekhar,Bollywood,IN,2022,6,2391593,71,222354,0.55,0.492,0.589,107.6,0.188,-5.15,0.141,Sad,3.71
Golden,Harry Styles,Pop,GB,2023,4,3183509,97,222114,0.486,0.537,0.179,110.8,0.099,-3.78,0.059,Chill,3.7
Senorita,Vishal-Shekhar,Bollywood,IN,2020,8,6364959,68,202379,0.485,0.394,0.245,100.2,0.228,-4.98,0.19,Energetic,3.37
HUMBLE,Drake,Hip-Hop,CA,2022,12,2948102,86,252860,0.415,0.73,0.588,130.4,0.315,-6.24,0.045,Chill,4.21
Naag,Nucleya,Electronic,IN,2023,12,4643910,57,213153,0.772,0.524,0.446,129.3,0.186,-3.75,0.257,Romantic,3.55
Kun Faya Kun,A.R. Rahman,Bollywood,IN,2022,12,4197190,82,186197,0.484,0.236,0.488,103.6,0.414,-13.55,0.036,Chill,3.1
Don't Start Now,Dua Lipa,Pop,GB,2023,11,4491665,80,231884,0.468,0.199,0.698,134.7,0.619,0.98,0.129,Energetic,3.86
Permission to Dance,BTS,K-Pop,KR,2023,11,10431429,78,242068,0.555,0.5,0.318,67.1,0.525,-5.02,0.351,Motivational,4.03
Raabta,Pritam,Bollywood,IN,2022,8,4056306,92,234750,0.927,0.61,0.379,158.8,0.127,-6.9,0.044,Sad,3.91
Naag,Nucleya,Electronic,IN,2021,1,4610316,69,176564,0.792,0.483,0.583,89.5,0.28,-7.39,0.094,Melancholic,2.94
Phir Bhi Tumko Chaahunga,Arijit Singh,Bollywood,IN,2019,1,7396133,80,210694,0.679,0.775,0.377,102.8,0.079,-11.64,0.019,Happy,3.51
Dil Se,A.R. Rahman,Bollywood,IN,2019,5,5438814,70,226547,0.568,0.456,0.387,154.6,0.119,-11.6,0.359,Chill,3.78
God's Plan,Drake,Hip-Hop,CA,2023,5,4498796,91,235303,0.58,0.334,0.527,79.0,0.383,-6.85,0.132,Romantic,3.92
Bass Rani,Nucleya,Electronic,IN,2020,8,3907080,75,230360,0.808,0.632,0.513,119.6,0.33,-8.16,0.141,Melancholic,3.84
Mouna Ragam,Ilaiyaraaja,Bollywood,IN,2019,12,5054207,71,178417,0.469,0.396,0.301,113.3,0.385,-5.19,0.181,Sad,2.97
lovely,Billie Eilish,Alt-Pop,US,2023,5,5643569,88,207090,0.663,0.612,0.759,94.3,0.168,-7.21,0.009,Happy,3.45
Sajdaa,Vishal-Shekhar,Bollywood,IN,2021,11,2414830,78,226935,0.883,0.832,0.324,141.3,0.189,-11.13,0.075,Motivational,3.78
Bass Rani,Nucleya,Electronic,IN,2018,12,6510206,63,234739,0.689,0.482,0.665,157.7,0.432,-5.93,0.055,Chill,3.91
Rang De Basanti,A.R. Rahman,Bollywood,IN,2021,4,9908679,79,272197,0.423,0.317,0.625,118.2,0.179,-5.71,0.234,Motivational,4.54
